294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.02,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.02,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.01,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.03,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.05,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.01,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.03,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.05,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
293.99,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
293.99,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.01,0,0,0,0.1966,0,0,1.2103e-38,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.04,0,0,0,0.1966,0,0,1.84e-38,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
294.08,0,0,0,0.1966,0,0,2.0823e-38,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
293.99,0,0,0,0.1966,0,0,0,0,0,0,0,0,0,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0,0,0,0
