9.9051e-05,-0.0022135
0.00022973,-0.0022135
0.00037147,-0.0022135
0.00051282,-0.0022135
0.00065255,-0.0022135
0.00079035,-0.0022135
0.00092611,-0.0022135
0.0010598,-0.0022135
0.0011915,-0.0022135
0.0013211,-0.0022135
0.0014486,-0.0022135
0.0015742,-0.0022135
0.0016978,-0.0022135
0.0018195,-0.0022135
0.0019393,-0.0022135
9.9051e-05,-0.0016775
0.00022973,-0.0016775
0.00037147,-0.0016775
0.00051282,-0.0016775
0.00065255,-0.0016775
0.00079035,-0.0016775
0.00092611,-0.0016775
0.0010598,-0.0016775
0.0011915,-0.0016775
0.0013211,-0.0016775
0.0014486,-0.0016775
0.0015742,-0.0016775
0.0016978,-0.0016775
0.0018195,-0.0016775
0.0019393,-0.0016775
9.9051e-05,-0.0012109
0.00022973,-0.0012109
0.00037147,-0.0012109
0.00051282,-0.0012109
0.00065255,-0.0012109
0.00079035,-0.0012109
0.00092611,-0.0012109
0.0010598,-0.0012109
0.0011915,-0.0012109
0.0013211,-0.0012109
0.0014486,-0.0012109
0.0015742,-0.0012109
0.0016978,-0.0012109
0.0018195,-0.0012109
0.0019393,-0.0012109
9.9051e-05,-0.00080471
0.00022973,-0.00080471
0.00037147,-0.00080471
0.00051282,-0.00080471
0.00065255,-0.00080471
0.00079035,-0.00080471
0.00092611,-0.00080471
0.0010598,-0.00080471
0.0011915,-0.00080471
0.0013211,-0.00080471
0.0014486,-0.00080471
0.0015742,-0.00080471
0.0016978,-0.00080471
0.0018195,-0.00080471
0.0019393,-0.00080471
9.9051e-05,-0.0004511
0.00022973,-0.0004511
0.00037147,-0.0004511
0.00051282,-0.0004511
0.00065255,-0.0004511
0.00079035,-0.0004511
0.00092611,-0.0004511
0.0010598,-0.0004511
0.0011915,-0.0004511
0.0013211,-0.0004511
0.0014486,-0.0004511
0.0015742,-0.0004511
0.0016978,-0.0004511
0.0018195,-0.0004511
0.0019393,-0.0004511
9.9051e-05,-0.00014327
0.00022973,-0.00014327
0.00037147,-0.00014327
0.00051282,-0.00014327
0.00065255,-0.00014327
0.00079035,-0.00014327
0.00092611,-0.00014327
0.0010598,-0.00014327
0.0011915,-0.00014327
0.0013211,-0.00014327
0.0014486,-0.00014327
0.0015742,-0.00014327
0.0016978,-0.00014327
0.0018195,-0.00014327
0.0019393,-0.00014327
9.9051e-05,0.000125
0.00022973,0.000125
0.00037147,0.000125
0.00051282,0.000125
0.00065255,0.000125
0.00079035,0.000125
0.00092611,0.000125
0.0010598,0.000125
0.0011915,0.000125
0.0013211,0.000125
0.0014486,0.000125
0.0015742,0.000125
0.0016978,0.000125
0.0018195,0.000125
0.0019393,0.000125
9.9051e-05,0.000375
0.00022973,0.000375
0.00037147,0.000375
0.00051282,0.000375
0.00065255,0.000375
0.00079035,0.000375
0.00092611,0.000375
0.0010598,0.000375
0.0011915,0.000375
0.0013211,0.000375
0.0014486,0.000375
0.0015742,0.000375
0.0016978,0.000375
0.0018195,0.000375
0.0019393,0.000375
9.9051e-05,0.000625
0.00022973,0.000625
0.00037147,0.000625
0.00051282,0.000625
0.00065255,0.000625
0.00079035,0.000625
0.00092611,0.000625
0.0010598,0.000625
0.0011915,0.000625
0.0013211,0.000625
0.0014486,0.000625
0.0015742,0.000625
0.0016978,0.000625
0.0018195,0.000625
0.0019393,0.000625
9.9051e-05,0.000875
0.00022973,0.000875
0.00037147,0.000875
0.00051282,0.000875
0.00065255,0.000875
0.00079035,0.000875
0.00092611,0.000875
0.0010598,0.000875
0.0011915,0.000875
0.0013211,0.000875
0.0014486,0.000875
0.0015742,0.000875
0.0016978,0.000875
0.0018195,0.000875
0.0019393,0.000875
