0,-0.1
-0.00072,-0.1
-0.00144,-0.1
-0.00216,-0.1
-0.00288,-0.1
-0.0036,-0.1
-0.00072,-0.1
-0.00144,-0.1
-0.00216,-0.1
-0.00288,-0.1
-0.0036,-0.1
0,-0.095
-0.00072,-0.095
-0.00144,-0.095
-0.00216,-0.095
-0.00288,-0.095
-0.0036,-0.095
-0.00072,-0.095
-0.00144,-0.095
-0.00216,-0.095
-0.00288,-0.095
-0.0036,-0.095
0,-0.09
-0.00072,-0.09
-0.00144,-0.09
-0.00216,-0.09
-0.00288,-0.09
-0.0036,-0.09
-0.00072,-0.09
-0.00144,-0.09
-0.00216,-0.09
-0.00288,-0.09
-0.0036,-0.09
0,-0.085
-0.00072,-0.085
-0.00144,-0.085
-0.00216,-0.085
-0.00288,-0.085
-0.0036,-0.085
-0.00072,-0.085
-0.00144,-0.085
-0.00216,-0.085
-0.00288,-0.085
-0.0036,-0.085
0,-0.08
-0.00072,-0.08
-0.00144,-0.08
-0.00216,-0.08
-0.00288,-0.08
-0.0036,-0.08
-0.00072,-0.08
-0.00144,-0.08
-0.00216,-0.08
-0.00288,-0.08
-0.0036,-0.08
0,-0.075
-0.00072,-0.075
-0.00144,-0.075
-0.00216,-0.075
-0.00288,-0.075
-0.0036,-0.075
-0.00072,-0.075
-0.00144,-0.075
-0.00216,-0.075
-0.00288,-0.075
-0.0036,-0.075
0,-0.07
-0.00072,-0.07
-0.00144,-0.07
-0.00216,-0.07
-0.00288,-0.07
-0.0036,-0.07
-0.00072,-0.07
-0.00144,-0.07
-0.00216,-0.07
-0.00288,-0.07
-0.0036,-0.07
0,-0.065
-0.00072,-0.065
-0.00144,-0.065
-0.00216,-0.065
-0.00288,-0.065
-0.0036,-0.065
-0.00072,-0.065
-0.00144,-0.065
-0.00216,-0.065
-0.00288,-0.065
-0.0036,-0.065
0,-0.06
-0.00072,-0.06
-0.00144,-0.06
-0.00216,-0.06
-0.00288,-0.06
-0.0036,-0.06
-0.00072,-0.06
-0.00144,-0.06
-0.00216,-0.06
-0.00288,-0.06
-0.0036,-0.06
0,-0.055
-0.00072,-0.055
-0.00144,-0.055
-0.00216,-0.055
-0.00288,-0.055
-0.0036,-0.055
-0.00072,-0.055
-0.00144,-0.055
-0.00216,-0.055
-0.00288,-0.055
-0.0036,-0.055
0,-0.05
-0.00072,-0.05
-0.00144,-0.05
-0.00216,-0.05
-0.00288,-0.05
-0.0036,-0.05
-0.00072,-0.05
-0.00144,-0.05
-0.00216,-0.05
-0.00288,-0.05
-0.0036,-0.05
0,-0.045
-0.00072,-0.045
-0.00144,-0.045
-0.00216,-0.045
-0.00288,-0.045
-0.0036,-0.045
-0.00072,-0.045
-0.00144,-0.045
-0.00216,-0.045
-0.00288,-0.045
-0.0036,-0.045
0,-0.04
-0.00072,-0.04
-0.00144,-0.04
-0.00216,-0.04
-0.00288,-0.04
-0.0036,-0.04
-0.00072,-0.04
-0.00144,-0.04
-0.00216,-0.04
-0.00288,-0.04
-0.0036,-0.04
0,-0.035
-0.00072,-0.035
-0.00144,-0.035
-0.00216,-0.035
-0.00288,-0.035
-0.0036,-0.035
-0.00072,-0.035
-0.00144,-0.035
-0.00216,-0.035
-0.00288,-0.035
-0.0036,-0.035
0,-0.03
-0.00072,-0.03
-0.00144,-0.03
-0.00216,-0.03
-0.00288,-0.03
-0.0036,-0.03
-0.00072,-0.03
-0.00144,-0.03
-0.00216,-0.03
-0.00288,-0.03
-0.0036,-0.03
0,-0.025
-0.00072,-0.025
-0.00144,-0.025
-0.00216,-0.025
-0.00288,-0.025
-0.0036,-0.025
-0.00072,-0.025
-0.00144,-0.025
-0.00216,-0.025
-0.00288,-0.025
-0.0036,-0.025
0,-0.02
-0.00072,-0.02
-0.00144,-0.02
-0.00216,-0.02
-0.00288,-0.02
-0.0036,-0.02
-0.00072,-0.02
-0.00144,-0.02
-0.00216,-0.02
-0.00288,-0.02
-0.0036,-0.02
0,-0.015
-0.00072,-0.015
-0.00144,-0.015
-0.00216,-0.015
-0.00288,-0.015
-0.0036,-0.015
-0.00072,-0.015
-0.00144,-0.015
-0.00216,-0.015
-0.00288,-0.015
-0.0036,-0.015
0,-0.01
-0.00072,-0.01
-0.00144,-0.01
-0.00216,-0.01
-0.00288,-0.01
-0.0036,-0.01
-0.00072,-0.01
-0.00144,-0.01
-0.00216,-0.01
-0.00288,-0.01
-0.0036,-0.01
0,-0.005
-0.00072,-0.005
-0.00144,-0.005
-0.00216,-0.005
-0.00288,-0.005
-0.0036,-0.005
-0.00072,-0.005
-0.00144,-0.005
-0.00216,-0.005
-0.00288,-0.005
-0.0036,-0.005
0,0
-0.00072,0
-0.00144,0
-0.00216,0
-0.00288,0
-0.0036,0
-0.00072,0
-0.00144,0
-0.00216,0
-0.00288,0
-0.0036,0
-0.00385,-0.1
-0.0049,-0.1
-0.00595,-0.1
-0.007,-0.1
-0.00805,-0.1
-0.0091,-0.1
-0.00385,-0.1
-0.0049,-0.1
-0.00595,-0.1
-0.007,-0.1
-0.00805,-0.1
-0.0091,-0.1
-0.00385,-0.095
-0.0049,-0.095
-0.00595,-0.095
-0.007,-0.095
-0.00805,-0.095
-0.0091,-0.095
-0.00385,-0.095
-0.0049,-0.095
-0.00595,-0.095
-0.007,-0.095
-0.00805,-0.095
-0.0091,-0.095
-0.00385,-0.09
-0.0049,-0.09
-0.00595,-0.09
-0.007,-0.09
-0.00805,-0.09
-0.0091,-0.09
-0.00385,-0.09
-0.0049,-0.09
-0.00595,-0.09
-0.007,-0.09
-0.00805,-0.09
-0.0091,-0.09
-0.00385,-0.085
-0.0049,-0.085
-0.00595,-0.085
-0.007,-0.085
-0.00805,-0.085
-0.0091,-0.085
-0.00385,-0.085
-0.0049,-0.085
-0.00595,-0.085
-0.007,-0.085
-0.00805,-0.085
-0.0091,-0.085
-0.00385,-0.08
-0.0049,-0.08
-0.00595,-0.08
-0.007,-0.08
-0.00805,-0.08
-0.0091,-0.08
-0.00385,-0.08
-0.0049,-0.08
-0.00595,-0.08
-0.007,-0.08
-0.00805,-0.08
-0.0091,-0.08
-0.00385,-0.075
